date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-12-22 00:00:00,-11.6,-16.1,-7,0,,,9.3,,1035.4,
2024-12-23 00:00:00,-2.5,-7,2,5.2,,,18.5,42,1027.1,
2024-12-24 00:00:00,0.6,-1.1,2.2,0,,,11.1,,1024.9,
2024-12-25 00:00:00,-0.8,-1.8,0.2,0,,,12.7,,1030.4,
2024-12-26 00:00:00,0.3,-0.6,1.2,0,,,15.2,32,1030.5,
2024-12-27 00:00:00,1.8,0.9,2.7,0,,,28.6,52,1025.2,
2024-12-28 00:00:00,4.5,2,7,0.4,,,16.1,37,1016.9,
2024-12-29 00:00:00,5.5,0.9,10,21.5,,,20.2,55,1006.4,
2024-12-30 00:00:00,5.2,2.7,7.7,1.4,,,35.3,68,998.4,
2024-12-31 00:00:00,1.9,-1.3,5.1,1.6,,,19.9,50,1005.8,
